epoch,step,train_loss,val_loss
0,4,0.7595213651657104,
0,9,0.7626477479934692,
0,14,0.7306596636772156,
0,19,0.7307543754577637,
0,24,0.6551377773284912,
0,29,0.6673428416252136,
0,34,0.6286187767982483,
0,39,0.6486632227897644,
0,44,0.6892212629318237,
0,49,0.6447608470916748,
0,54,0.6256462931632996,
0,59,0.6319002509117126,
0,64,0.6382742524147034,
0,69,0.5579573512077332,
0,74,0.5709056258201599,
0,79,0.5788366198539734,
0,84,0.5763630270957947,
0,89,0.6021950840950012,
0,89,,0.5782858729362488
1,94,0.5411939024925232,
1,99,0.5202944874763489,
1,104,0.5716798305511475,
1,109,0.5699828267097473,
1,114,0.51175856590271,
1,119,0.591914713382721,
1,124,0.5156334638595581,
1,129,0.5679289698600769,
1,134,0.5700053572654724,
1,139,0.5690814852714539,
1,144,0.6112257838249207,
1,149,0.612418532371521,
1,154,0.5785759687423706,
1,159,0.540018618106842,
1,164,0.5070818662643433,
1,169,0.519262433052063,
1,174,0.5570130348205566,
1,179,0.6174281239509583,
1,179,,0.5309367775917053
2,184,0.5546050667762756,
2,189,0.5318096876144409,
2,194,0.4878010153770447,
2,199,0.512993574142456,
2,204,0.574199914932251,
2,209,0.5216352939605713,
2,214,0.4678099453449249,
2,219,0.5594955086708069,
2,224,0.4805939495563507,
2,229,0.5121408104896545,
2,234,0.509726345539093,
2,239,0.5073553323745728,
2,244,0.5053495764732361,
2,249,0.4708943963050842,
2,254,0.4862871468067169,
2,259,0.516956627368927,
2,264,0.5240536332130432,
2,269,0.5436272621154785,
2,269,,0.4862294495105743
3,274,0.4804445207118988,
3,279,0.4605781435966491,
3,284,0.5014179348945618,
3,289,0.4965004920959472,
3,294,0.5359085202217102,
3,299,0.5000959634780884,
3,304,0.501427173614502,
3,309,0.4755566418170929,
3,314,0.4956244826316833,
3,319,0.5016583800315857,
3,324,0.4614860713481903,
3,329,0.4591836929321289,
3,334,0.4371716976165771,
3,339,0.518273115158081,
3,344,0.4877999722957611,
3,349,0.4951492249965668,
3,354,0.4672628939151764,
3,359,0.4186758697032928,
3,359,,0.4448401927947998
4,364,0.4200879335403442,
4,369,0.4267266988754272,
4,374,0.4029435813426971,
4,379,0.4135776162147522,
4,384,0.4232947528362274,
4,389,0.4303381145000458,
4,394,0.4475925266742706,
4,399,0.4095533490180969,
4,404,0.4270967841148376,
4,409,0.3910755813121795,
4,414,0.4383279085159302,
4,419,0.4981824457645416,
4,424,0.413365751504898,
4,429,0.4366171658039093,
4,434,0.4473923742771148,
4,439,0.3967653810977936,
4,444,0.4102546870708465,
4,449,0.4254781901836395,
4,449,,0.4108534455299377
5,454,0.4091094732284546,
5,459,0.406731903553009,
5,464,0.3753519356250763,
5,469,0.4077062010765075,
5,474,0.4263962209224701,
5,479,0.3898295760154724,
5,484,0.3930887281894684,
5,489,0.4014740884304046,
5,494,0.4083486497402191,
5,499,0.4237637817859649,
5,504,0.4316505789756775,
5,509,0.380174458026886,
5,514,0.4315879940986633,
5,519,0.3731323480606079,
5,524,0.4037134051322937,
5,529,0.4072195589542389,
5,534,0.3539024293422699,
5,539,0.3715386688709259,
5,539,,0.382525622844696
6,544,0.4344002306461334,
6,549,0.3909617662429809,
6,554,0.3827531933784485,
6,559,0.3654899299144745,
6,564,0.3378300666809082,
6,569,0.3737306892871856,
6,574,0.3710002899169922,
6,579,0.3962971270084381,
6,584,0.3600790500640869,
6,589,0.4013652801513672,
6,594,0.3902691304683685,
6,599,0.3447797000408172,
6,604,0.357984334230423,
6,609,0.4013009071350097,
6,614,0.3870493471622467,
6,619,0.3528399169445038,
6,624,0.409049779176712,
6,629,0.3270550966262817,
6,629,,0.3593296110630035
7,634,0.3646545708179474,
7,639,0.3805140256881714,
7,644,0.3419110476970672,
7,649,0.349729835987091,
7,654,0.367886334657669,
7,659,0.3534702062606811,
7,664,0.3690218031406402,
7,669,0.3817741870880127,
7,674,0.3251746892929077,
7,679,0.400224894285202,
7,684,0.3667416572570801,
7,689,0.326514720916748,
7,694,0.4053905010223388,
7,699,0.4114738404750824,
7,704,0.3481483161449432,
7,709,0.3219323754310608,
7,714,0.368941068649292,
7,719,0.3289263546466827,
7,719,,0.3402711749076843
8,724,0.3128223121166229,
8,729,0.3370696902275085,
8,734,0.3365032970905304,
8,739,0.3084689974784851,
8,744,0.3962145149707794,
8,749,0.3037031590938568,
8,754,0.3160231411457062,
8,759,0.3292202949523926,
8,764,0.338782399892807,
8,769,0.3230731785297394,
8,774,0.3978115916252136,
8,779,0.3586100041866302,
8,784,0.3150674998760223,
8,789,0.3380679786205292,
8,794,0.3407433629035949,
8,799,0.3345338702201843,
8,804,0.3098413944244385,
8,809,0.3508221507072449,
8,809,,0.3243273198604584
9,814,0.3421605825424194,
9,819,0.3325261771678924,
9,824,0.3052438497543335,
9,829,0.329995334148407,
9,834,0.336031824350357,
9,839,0.3288697898387909,
9,844,0.3126507699489593,
9,849,0.3591900169849396,
9,854,0.3407774567604065,
9,859,0.2911183536052704,
9,864,0.3125637769699096,
9,869,0.3202773332595825,
9,874,0.3936421573162079,
9,879,0.3310356736183166,
9,884,0.3814936876296997,
9,889,0.3079405725002289,
9,894,0.3149468302726745,
9,899,0.2584243416786194,
9,899,,0.3103707134723663
10,904,0.3269667029380798,
10,909,0.3874711990356445,
10,914,0.3244204521179199,
10,919,0.2840713262557983,
10,924,0.3234117329120636,
10,929,0.3192344903945923,
10,934,0.2984678149223327,
10,939,0.3403834700584411,
10,944,0.3033801913261413,
10,949,0.3019730448722839,
10,954,0.294015496969223,
10,959,0.3234675824642181,
10,964,0.3377595245838165,
10,969,0.3050285875797272,
10,974,0.300580769777298,
10,979,0.3213505744934082,
10,984,0.3086486458778381,
10,989,0.3230659961700439,
10,989,,0.2968853712081909
11,994,0.2889034152030945,
11,999,0.3404864072799682,
11,1004,0.2755106091499328,
11,1009,0.2783644497394562,
11,1014,0.2929803729057312,
11,1019,0.3178941607475281,
11,1024,0.3127364218235016,
11,1029,0.2813317775726318,
11,1034,0.2782595157623291,
11,1039,0.2789101898670196,
11,1044,0.3131276369094848,
11,1049,0.2795328199863434,
11,1054,0.2789827585220337,
11,1059,0.3048854172229767,
