epoch,step,train_loss,val_loss
0,4,0.7855806350708008,
0,9,0.7454598546028137,
0,14,0.6809548139572144,
0,19,0.700622022151947,
0,24,0.685948371887207,
0,29,0.7014264464378357,
0,34,0.7129461169242859,
0,39,0.6946995258331299,
0,44,0.7171631455421448,
0,49,0.7201714515686035,
0,54,0.6803989410400391,
0,59,0.7032598853111267,
0,64,0.6692624092102051,
0,69,0.688172459602356,
0,74,0.6756671667098999,
0,79,0.7497183084487915,
0,84,0.6576786637306213,
0,89,0.7081159353256226,
0,89,,0.6401612758636475
1,94,0.673245906829834,
1,99,0.7226434350013733,
1,104,0.635116457939148,
1,109,0.6136909127235413,
1,114,0.6046509742736816,
1,119,0.6114305257797241,
1,124,0.62079256772995,
1,129,0.6211470365524292,
1,134,0.6485196948051453,
1,139,0.6064261794090271,
1,144,0.5611076951026917,
1,149,0.5876684188842773,
1,154,0.5521194338798523,
1,159,0.5964235663414001,
1,164,0.5587498545646667,
1,169,0.5508132576942444,
1,174,0.588610053062439,
1,179,0.5857170820236206,
1,179,,0.5633686780929565
2,184,0.6378208994865417,
2,189,0.5159806609153748,
2,194,0.5225516557693481,
2,199,0.5825919508934021,
2,204,0.5312025547027588,
2,209,0.592862606048584,
2,214,0.5336701273918152,
2,219,0.5278787612915039,
2,224,0.5291939973831177,
2,229,0.5746690630912781,
2,234,0.5754741430282593,
2,239,0.5468934178352356,
2,244,0.5799135565757751,
2,249,0.5274510979652405,
2,254,0.5010550618171692,
2,259,0.4967785775661468,
2,264,0.5050129890441895,
2,269,0.5623180270195007,
2,269,,0.4986425042152405
3,274,0.4979353249073028,
3,279,0.5023719668388367,
3,284,0.5511162877082825,
3,289,0.4435571432113647,
3,294,0.5162729024887085,
3,299,0.4877038598060608,
3,304,0.4690411984920501,
3,309,0.4740431010723114,
3,314,0.4739670753479004,
3,319,0.4673934280872345,
3,324,0.4711779356002807,
3,329,0.4441969394683838,
3,334,0.4721909165382385,
3,339,0.4268857836723327,
3,344,0.4646226465702057,
3,349,0.4872853457927704,
3,354,0.4521580338478088,
3,359,0.473872572183609,
3,359,,0.4424560964107513
4,364,0.4600876569747925,
4,369,0.4473793506622314,
4,374,0.4673227965831756,
4,379,0.4693319499492645,
4,384,0.4524908363819122,
4,389,0.4504820108413696,
4,394,0.4191147089004516,
4,399,0.3690813779830932,
4,404,0.4212928116321563,
4,409,0.4601863324642181,
4,414,0.4535539746284485,
4,419,0.4487329125404358,
4,424,0.4363262951374054,
4,429,0.4002563655376434,
4,434,0.4250125288963318,
4,439,0.4255778789520263,
4,444,0.3966207504272461,
4,449,0.3682806193828583,
4,449,,0.3968835175037384
5,454,0.3850933909416199,
5,459,0.4363051354885101,
5,464,0.389004498720169,
5,469,0.4201842546463012,
5,474,0.4137565195560455,
5,479,0.4131487905979156,
5,484,0.3901923298835754,
5,489,0.4643958508968353,
5,494,0.3816340565681457,
5,499,0.3783130645751953,
5,504,0.3954899907112121,
5,509,0.4039908051490783,
5,514,0.4139796495437622,
5,519,0.3746373355388641,
5,524,0.3672979474067688,
5,529,0.3606808185577392,
5,534,0.3584259748458862,
5,539,0.3604866862297058,
5,539,,0.3620889484882355
6,544,0.3815118968486786,
6,549,0.3878621459007263,
6,554,0.3514341711997986,
6,559,0.3418757617473602,
6,564,0.3761475682258606,
6,569,0.3822153210639953,
6,574,0.3821412026882171,
6,579,0.3121820390224457,
6,584,0.3521229326725006,
6,589,0.3795678615570068,
6,594,0.3400938510894775,
6,599,0.3297030627727508,
6,604,0.3660167753696441,
6,609,0.3245200514793396,
6,614,0.3336869180202484,
6,619,0.3347433507442474,
6,624,0.3365003764629364,
6,629,0.3494561314582824,
6,629,,0.3295454084873199
7,634,0.3596608638763428,
7,639,0.3277876675128937,
7,644,0.3276543617248535,
7,649,0.3407094478607178,
7,654,0.332814484834671,
7,659,0.3389672040939331,
7,664,0.3015305399894714,
7,669,0.3208968341350555,
7,674,0.3278548717498779,
7,679,0.4103032946586609,
7,684,0.3264322280883789,
7,689,0.3101400136947632,
7,694,0.308407574892044,
7,699,0.3359647691249847,
7,704,0.3080815970897674,
7,709,0.3352755308151245,
7,714,0.3680466115474701,
7,719,0.3046188056468963,
7,719,,0.30733722448349
8,724,0.324514091014862,
8,729,0.3127590119838714,
